state_name,user_year,quarter,reguser,appopens
meghalaya,2023,2,322382,47337234
andaman & nicobar islands,2023,2,96329,14738676
haryana,2023,2,16314236,298037706
rajasthan,2023,2,29745609,4033000288
ladakh,2023,2,115736,26285520
punjab,2023,2,9197055,218492661
assam,2023,2,5749682,657069673
jharkhand,2023,2,8980709,657119942
odisha,2023,2,15420061,918449931
bihar,2023,2,23781971,556071386
kerala,2023,2,11237341,121310794
karnataka,2023,2,39122314,2521576765
chandigarh,2023,2,678662,1978988
telangana,2023,2,27814633,1339967792
himachal pradesh,2023,2,2706470,136774775
west bengal,2023,2,27827662,350862668
gujarat,2023,2,24396768,1057626015
sikkim,2023,2,262728,28470875
nagaland,2023,2,351024,33612080
mizoram,2023,2,145061,21868647
chhattisgarh,2023,2,7469508,749111705
jammu & kashmir,2023,2,1953132,209249141
goa,2023,2,926020,20219644
arunachal pradesh,2023,2,426410,106089520
delhi,2023,2,17103089,51415039
uttarakhand,2023,2,4645322,240804293
puducherry,2023,3,586550,4653693
tamil nadu,2023,3,28405436,1117719858
uttar pradesh,2023,3,51870932,2143192720
madhya pradesh,2023,3,26109033,3495164168
andhra pradesh,2023,3,31493897,1157440497
tripura,2023,3,774678,49942954
lakshadweep,2023,3,7912,294406
manipur,2023,3,541572,20694295
maharashtra,2023,3,63150997,3152984827
dadra & nagar haveli & daman & diu,2023,3,569035,4449513
meghalaya,2023,3,336282,75055865
andaman & nicobar islands,2023,3,100255,20545079
haryana,2023,3,16956489,327497074
rajasthan,2023,3,30997182,4359306863
ladakh,2023,3,120435,42636030
punjab,2023,3,9555997,337107656
assam,2023,3,5998586,962849913
jharkhand,2023,3,9360730,806517236
odisha,2023,3,16064459,1002230051
bihar,2023,3,24776510,623923391
kerala,2023,3,11669143,145044427
karnataka,2023,3,40634390,2284389284
chandigarh,2023,3,704144,1924922
telangana,2023,3,28896668,993742805
himachal pradesh,2023,3,2816046,189307777
west bengal,2023,3,28966414,473450373
gujarat,2023,3,25383429,1679035143
sikkim,2023,3,272829,34906306
nagaland,2023,3,366203,51985056
mizoram,2023,3,151378,29019443
chhattisgarh,2023,3,7779977,951586898
jammu & kashmir,2023,3,2031447,283204829
goa,2023,3,961831,24017714
arunachal pradesh,2023,3,444789,112236680
delhi,2023,3,17747167,49593289
uttarakhand,2023,3,4829992,217340168
puducherry,2023,4,607838,32182677
tamil nadu,2023,4,29452801,1831285792
uttar pradesh,2023,4,53799813,3620813944
madhya pradesh,2023,4,27078072,1780548760
andhra pradesh,2023,4,32658698,1310002959
tripura,2023,4,806344,43591962
lakshadweep,2023,4,8225,924554
manipur,2023,4,564130,25551545
maharashtra,2023,4,65422120,3694003155
dadra & nagar haveli & daman & diu,2023,4,590760,36579378
meghalaya,2023,4,349330,30357626
andaman & nicobar islands,2023,4,103978,9845960
haryana,2023,4,17556642,904482321
rajasthan,2023,4,32157348,1905645600
ladakh,2023,4,124828,7108123
punjab,2023,4,9898002,605806581
assam,2023,4,6234780,558041955
jharkhand,2023,4,9707336,658553048
odisha,2023,4,16680992,701305081
bihar,2023,4,25695856,1822737403
kerala,2023,4,12084974,747303653
karnataka,2023,4,42031396,2565539566
chandigarh,2023,4,727594,35719991
telangana,2023,4,29902636,1520428750
himachal pradesh,2023,4,2924952,163694473
west bengal,2023,4,30064546,1467442959
gujarat,2023,4,26312655,1950081065
sikkim,2023,4,282575,15838198
nagaland,2023,4,381162,20169002
mizoram,2023,4,157627,9424810
chhattisgarh,2023,4,8057016,545124233
jammu & kashmir,2023,4,2108166,186302862
goa,2023,4,995923,64868903
arunachal pradesh,2023,4,462088,38873546
delhi,2023,4,18363626,738806624
uttarakhand,2023,4,5001826,287470297
puducherry,2024,1,631663,3299001
tamil nadu,2024,1,30638750,1089065562
uttar pradesh,2024,1,56028765,3113045884
madhya pradesh,2024,1,28238554,4395383187
andhra pradesh,2024,1,34008709,1080185103
tripura,2024,1,842135,81407836
lakshadweep,2024,1,8578,645375
manipur,2024,1,589568,59758762
maharashtra,2024,1,68016876,3226964743
dadra & nagar haveli & daman & diu,2024,1,615863,5967100
meghalaya,2024,1,365452,207128767
andaman & nicobar islands,2024,1,108411,28538751
haryana,2024,1,18248263,356852975
rajasthan,2024,1,33505514,4728118557
ladakh,2024,1,130070,16503075
punjab,2024,1,10286964,448478973
assam,2024,1,6510156,1381009332
jharkhand,2024,1,10118149,1389086946
odisha,2024,1,17393166,1247351109
bihar,2024,1,26765201,945228349
kerala,2024,1,12553296,173276966
karnataka,2024,1,43668141,2186015502
chandigarh,2024,1,754849,2680802
telangana,2024,1,31082447,933319286
himachal pradesh,2024,1,3050141,231634797
west bengal,2024,1,31306843,633526507
gujarat,2024,1,27381972,2391800188
sikkim,2024,1,293821,19584360
nagaland,2024,1,398630,46485081
mizoram,2024,1,165126,50294364
chhattisgarh,2024,1,8394140,1290951432
jammu & kashmir,2024,1,2195803,342579321
goa,2024,1,1035050,31168316
arunachal pradesh,2024,1,482393,143597043
delhi,2024,1,19067147,80302941
uttarakhand,2024,1,5202251,264812749
puducherry,2024,2,655486,2882669
tamil nadu,2024,2,31818880,1071832085
uttar pradesh,2024,2,58199149,3406733148
madhya pradesh,2024,2,29324466,4877924433
andhra pradesh,2024,2,35303719,1061281082
tripura,2024,2,876724,97341017
lakshadweep,2024,2,8895,683424
manipur,2024,2,614446,59706780
maharashtra,2024,2,70597223,3406640277
dadra & nagar haveli & daman & diu,2024,2,640724,7489619
meghalaya,2024,2,379342,204649032
andaman & nicobar islands,2024,2,112687,16876883
haryana,2024,2,18932084,495253484
rajasthan,2024,2,34773619,4962266918
ladakh,2024,2,134702,41355640
punjab,2024,2,10677703,502438995
assam,2024,2,6767874,1728273868
jharkhand,2024,2,10501982,1583300137
odisha,2024,2,18078622,1439371537
bihar,2024,2,27786576,1034146507
kerala,2024,2,13008410,164717612
karnataka,2024,2,45290606,2195010418
chandigarh,2024,2,782791,3351127
telangana,2024,2,32232171,1007869816
himachal pradesh,2024,2,3172766,291406931
west bengal,2024,2,32540397,704276274
gujarat,2024,2,28439885,2418997443
sikkim,2024,2,304650,45285995
nagaland,2024,2,414876,60494356
mizoram,2024,2,171540,44171046
chhattisgarh,2024,2,8704757,1483224382
jammu & kashmir,2024,2,2279903,425109975
goa,2024,2,1073516,21359943
arunachal pradesh,2024,2,500669,132013837
delhi,2024,2,19789096,99756459
uttarakhand,2024,2,5395292,309932840
puducherry,2024,3,629332,2673547
tamil nadu,2024,3,32965209,1237507205
uttar pradesh,2024,3,67922000,2512362184
madhya pradesh,2024,3,31764084,5313772854
andhra pradesh,2024,3,29145303,1660426436
tripura,2024,3,916336,134585619
lakshadweep,2024,3,11395,28226
manipur,2024,3,596237,125520994
maharashtra,2024,3,69641161,4571320472
dadra & nagar haveli & daman & diu,2024,3,627815,5429299
meghalaya,2024,3,548502,292472944
andaman & nicobar islands,2024,3,172473,19554846
haryana,2024,3,18527288,701589813
rajasthan,2024,3,35583171,5335171033
ladakh,2024,3,194146,68575933
punjab,2024,3,10978782,719085996
assam,2024,3,10098778,855216106
jharkhand,2024,3,11771265,1330121440
odisha,2024,3,17966648,1596145813
bihar,2024,3,31899315,692875087
kerala,2024,3,13271613,127705188
karnataka,2024,3,44548391,2731726058
chandigarh,2024,3,700398,3757821
telangana,2024,3,30776242,1397303246
himachal pradesh,2024,3,2953068,277032020
west bengal,2024,3,33612828,709864323
gujarat,2024,3,29082108,2873083540
sikkim,2024,3,312311,18246210
nagaland,2024,3,446969,73710120
mizoram,2024,3,224952,109786827
chhattisgarh,2024,3,10290502,1469220234
jammu & kashmir,2024,3,4161840,376570012
goa,2024,3,1114034,49958844
arunachal pradesh,2024,3,687168,210856966
delhi,2024,3,18444617,111680825
uttarakhand,2024,3,5423770,414813742
puducherry,2024,4,646158,30724911
tamil nadu,2024,4,33966610,2229881172
uttar pradesh,2024,4,70474113,5080900941
madhya pradesh,2024,4,32876660,2492103990
andhra pradesh,2024,4,29984431,1866359979
tripura,2024,4,948916,56659293
lakshadweep,2024,4,11769,1797824
manipur,2024,4,616995,32146128
maharashtra,2024,4,71807805,5042420660
dadra & nagar haveli & daman & diu,2024,4,644550,41947714
meghalaya,2024,4,571272,44407767
andaman & nicobar islands,2024,4,178788,18691683
haryana,2024,4,19051114,1381829141
rajasthan,2024,4,36828375,2764744237
ladakh,2024,4,193724,9881580
punjab,2024,4,11308453,774697562
assam,2024,4,10480927,775169459
jharkhand,2024,4,12212421,1018664763
odisha,2024,4,18611196,1034390206
bihar,2024,4,33345285,2527843258
kerala,2024,4,13689387,873737766
karnataka,2024,4,45917653,3091599006
chandigarh,2024,4,721216,37265017
telangana,2024,4,31726856,2014592558
himachal pradesh,2024,4,3040819,168576863
west bengal,2024,4,34750181,1994940763
gujarat,2024,4,29861641,2406424143
sikkim,2024,4,320748,18490840
nagaland,2024,4,463523,25389015
mizoram,2024,4,234527,12467831
chhattisgarh,2024,4,10651135,869239311
jammu & kashmir,2024,4,4288583,246569412
goa,2024,4,1143332,78430745
arunachal pradesh,2024,4,710879,46627582
delhi,2024,4,18900488,952556492
uttarakhand,2024,4,5575922,354208067
